1 50 0.005667
4 50 0.035537
25 50 0.006388
1 60 0.006232
4 60 0.018516
9 60 2.141421
16 60 0.230873
25 60 0.490107
36 60 1.761207
1 70 0.009660
4 70 0.026153
25 70 0.458694
49 70 0.001742
1 80 0.013387
4 80 0.017505
16 80 0.205357
25 80 5.949429
64 80 0.007578
1 90 0.009497
4 90 0.023069
9 90 1.700619
25 90 0.754248
36 90 0.515860
81 90 0.001710
1 100 0.017332
4 100 0.021558
16 100 0.203689
25 100 5.629395
1 150 0.028254
4 150 0.023680
9 150 1.776307
25 150 0.650727
36 150 0.674314
1 200 0.060208
4 200 0.031686
16 200 0.164284
25 200 5.497981
64 200 0.710073
1 250 0.105058
4 250 0.048978
25 250 0.613968
1 300 0.182927
4 300 0.077654
9 300 2.278374
16 300 0.222912
25 300 0.713567
36 300 4.266545
1 350 0.278397
4 350 0.103675
25 350 0.638655
49 350 0.728723
1 400 0.416648
4 400 0.127492
16 400 0.207953
25 400 5.152489
64 400 0.844956
1 450 0.600462
4 450 0.178539
9 450 4.321545
25 450 0.612588
36 450 0.503639
81 450 1.070678
1 500 0.803580
4 500 0.225626
16 500 0.199116
25 500 6.244054
1 600 1.391811
4 600 0.383465
9 600 5.390087
16 600 0.312127
25 600 0.556385
36 600 5.821807
64 600 0.741654
1 700 2.192674
4 700 0.582867
16 700 0.282552
25 700 8.725331
49 700 0.755766
1 800 3.319568
4 800 0.862165
16 800 0.270923
25 800 9.197898
64 800 0.674312
