1 50 0.007971
4 50 0.015096
25 50 0.001349
1 60 0.007718
4 60 0.018119
9 60 0.062884
16 60 0.150374
25 60 0.169891
36 60 0.007747
1 70 0.010234
4 70 0.013696
25 70 0.194701
49 70 0.001412
1 80 0.009917
4 80 0.017014
16 80 0.236530
25 80 0.203363
64 80 0.001268
1 90 0.010752
4 90 0.016724
9 90 0.047445
25 90 0.157778
36 90 0.326280
81 90 0.001640
1 100 0.011250
4 100 0.017549
16 100 0.197904
25 100 0.177144
1 125 0.017274
25 125 0.168875
1 150 0.026860
4 150 0.021347
9 150 0.051010
25 150 0.151539
36 150 0.427533
1 175 0.042927
25 175 0.187737
49 175 0.467814
1 200 0.056732
4 200 0.022039
16 200 0.207078
25 200 0.216288
64 200 0.625179
1 225 0.078156
9 225 0.044483
25 225 0.256662
81 225 0.689178
1 250 0.108283
4 250 0.033359
25 250 0.242911
1 275 0.142616
25 275 0.234905
1 300 0.181061
4 300 0.053304
9 300 0.088167
16 300 0.228748
25 300 0.246865
36 300 0.379555
1 325 0.224762
25 325 0.223058
1 350 0.282127
4 350 0.073788
25 350 0.285001
49 350 0.490692
1 375 0.341785
9 375 0.076999
25 375 0.221862
1 400 0.421556
4 400 0.104526
16 400 0.195163
25 400 0.223627
64 400 0.767111
1 425 0.497477
25 425 0.232562
1 450 0.587934
4 450 0.140547
9 450 0.115026
25 450 0.203644
36 450 0.340163
81 450 0.780953
1 475 0.689433
25 475 0.232969
1 500 0.806830
4 500 0.190981
16 500 0.236636
25 500 0.283507
1 550 1.068192
4 550 0.245714
25 550 0.239928
1 600 1.390644
4 600 0.306471
9 600 0.258746
16 600 0.212119
25 600 0.290458
36 600 0.399607
64 600 0.741776
1 650 1.763431
4 650 0.386471
25 650 0.311399
1 700 2.194596
4 700 0.477496
16 700 0.326443
25 700 0.331230
49 700 0.466905
1 750 2.703426
4 750 0.589787
9 750 0.414064
25 750 0.415848
36 750 0.481285
1 800 3.320884
4 800 0.709153
16 800 0.368401
25 800 0.403254
64 800 0.701784
1 850 3.939967
4 850 0.845949
25 850 0.449782
1 900 4.666811
4 900 0.999160
9 900 0.659686
16 900 0.372708
25 900 0.623445
36 900 0.441688
81 900 0.909167
1 1000 6.395349
4 1000 1.361223
16 1000 0.587719
25 1000 0.608602
64 1000 0.757069
